yyyy  mm  dd  HH MIN   SEC          u          v          w          T
2008   5   9   5  11 44.40    3.68985    0.19210    0.04960  288.28737
2008   5   9   5  11 44.50    3.56986    0.10136   -0.02596  288.30833
2008   5   9   5  11 44.60    3.63876    0.12674   -0.30464  288.36330
2008   5   9   5  11 44.70    3.54431   -0.12348   -0.30196  288.34526
2008   5   9   5  11 44.80    3.59864    0.04364   -0.37109  288.34322
2008   5   9   5  11 44.90    3.38853   -0.08827   -0.20888  288.30218
2008   5   9   5  11 45.00    3.69196    0.22932    0.04299  288.32615
2008   5   9   5  11 45.10    3.58929    0.11120   -0.14253  288.29311
2008   5   9   5  11 45.20    3.77684   -0.13904   -0.12591  288.32607
2008   5   9   5  11 45.30    3.59298    0.20695   -0.10959  288.35403
2008   5   9   5  11 45.40    3.54739    0.12409   -0.48875  288.36500
2008   5   9   5  11 45.50    3.50277    0.20430   -0.34131  288.29296
2008   5   9   5  11 45.60    3.48682    0.31837   -0.32951  288.29292
2008   5   9   5  11 45.70    3.34984    0.65691   -0.32222  288.26288
2008   5   9   5  11 45.80    3.47353    0.38588   -0.39903  288.29085
2008   5   9   5  11 45.90    3.73626    0.44187   -0.24364  288.45581
2008   5   9   5  11 46.00    3.67310    0.26087   -0.36417  288.47477
2008   5   9   5  11 46.10    3.66344    0.18950   -0.35094  288.42573
2008   5   9   5  11 46.20    3.66423    0.13144   -0.34434  288.39270
2008   5   9   5  11 46.30    3.63886   -0.03135   -0.05271  288.40166
2008   5   9   5  11 46.40    3.80853    0.09508    0.08411  288.39262
2008   5   9   5  11 46.50    3.77263   -0.20173   -0.04022  288.36658
2008   5   9   5  11 46.60    3.57650   -0.10622   -0.04726  288.34655
2008   5   9   5  11 46.70    3.63342   -0.19592    0.12017  288.37551
2008   5   9   5  11 46.80    3.53501   -0.30736   -0.03167  288.36847
2008   5   9   5  11 46.90    3.99579    0.10036   -0.08751  288.34944
2008   5   9   5  11 47.00    3.88098    0.09232    0.09399  288.36440
2008   5   9   5  11 47.10    3.97744    0.08017   -0.11159  288.36436
2008   5   9   5  11 47.20    4.05254   -0.18664   -0.42472  288.35932
2008   5   9   5  11 47.30    3.83245    0.04622   -0.68653  288.36429
2008   5   9   5  11 47.40    3.62396   -0.24587   -0.92278  288.34625
2008   5   9   5  11 47.50    3.32583   -0.32426   -0.24961  288.34621
2008   5   9   5  11 47.60    3.53101   -0.14136   -0.48430  288.36418
2008   5   9   5  11 47.70    3.44633   -0.19627   -0.16087  288.35914
2008   5   9   5  11 47.80    3.18858   -0.09092   -0.20568  288.32910
2008   5   9   5  11 47.90    3.16446   -0.13865   -0.06348  288.34607
2008   5   9   5  11 48.00    3.22474    0.02103   -0.04547  288.29403
2008   5   9   5  11 48.10    3.25787    0.25107    0.07813  288.27299
2008   5   9   5  11 48.20    3.18793    0.06462    0.09754  288.28996
2008   5   9   5  11 48.30    3.03317   -0.33965   -0.03497  288.32492
2008   5   9   5  11 48.40    3.29507   -0.55537   -0.16230  288.31189
2008   5   9   5  11 48.50    3.21747   -0.53308   -0.14140  288.29185
2008   5   9   5  11 48.60    3.15665   -0.65549   -0.36814  288.26181
2008   5   9   5  11 48.70    3.11759   -0.57789   -0.36282  288.27278
2008   5   9   5  11 48.80    3.05678   -0.64459   -0.46578  288.26174
2008   5   9   5  11 48.90    3.05224   -0.73220   -0.31415  288.30971
2008   5   9   5  11 49.00    2.97349   -0.90814   -0.44631  288.30967
2008   5   9   5  11 49.10    3.28438   -0.53784    0.00766  288.25763
2008   5   9   5  11 49.20    3.51861   -0.45453   -0.41543  288.25760
2008   5   9   5  11 49.30    3.38390   -0.16901    0.05402  288.25756
2008   5   9   5  11 49.40    3.31640   -0.31592    0.30632  288.24653
2008   5   9   5  11 49.50    3.39432   -0.09356    0.14258  288.22049
2008   5   9   5  11 49.60    3.66552   -0.33069   -0.10711  288.25445
2008   5   9   5  11 49.70    3.52112    0.14026    0.61800  288.20542
2008   5   9   5  11 49.80    3.31459   -0.26504    0.51360  288.18738
2008   5   9   5  11 49.90    3.30867   -0.16514    0.27778  288.22035
2008   5   9   5  11 50.00    3.14034    0.10373    0.20027  288.20031
2008   5   9   5  11 50.10    3.14690   -0.02165   -0.26193  288.23728
2008   5   9   5  11 50.20    2.92283    0.55244   -0.48930  288.25424
2008   5   9   5  11 50.30    3.14418    0.43207   -0.54244  288.31120
2008   5   9   5  11 50.40    3.21031    0.45128   -0.39483  288.41017
2008   5   9   5  11 50.50    3.24704    0.59880   -0.32104  288.31313
2008   5   9   5  11 50.60    3.09709    0.58271   -0.16720  288.34310
2008   5   9   5  11 50.70    3.15738    0.57538    0.04636  288.28906
2008   5   9   5  11 50.80    3.32050    0.11982    0.18541  288.19203
2008   5   9   5  11 50.90    3.58515    0.04910    0.22433  288.21499
2008   5   9   5  11 51.00    3.36659    0.28837    0.06359  288.23696
2008   5   9   5  11 51.10    3.30675   -0.08705    0.15472  288.21792
2008   5   9   5  11 51.20    3.26459   -0.53010   -0.04429  288.20489
2008   5   9   5  11 51.30    3.13373   -0.48629    0.05965  288.18685
2008   5   9   5  11 51.40    3.07040   -0.43895    0.21379  288.18682
2008   5   9   5  11 51.50    3.26683   -0.57681   -0.09118  288.16978
2008   5   9   5  11 51.60    3.42709   -0.23148    0.16947  288.16775
2008   5   9   5  11 51.70    3.47944    0.02677   -0.08935  288.24071
2008   5   9   5  11 51.80    3.49178    0.12670   -0.05646  288.26068
2008   5   9   5  11 51.90    3.24872    0.08838   -0.08305  288.27164
2008   5   9   5  11 52.00    3.43127    0.16370    0.00537  288.28661
2008   5   9   5  11 52.10    3.49315    0.27120   -0.18318  288.19357
2008   5   9   5  11 52.20    3.35365    0.42590   -0.04111  288.16754
2008   5   9   5  11 52.30    3.23132    0.23513    0.00492  288.21750
2008   5   9   5  11 52.40    3.20192    0.20602   -0.04400  288.13947
2008   5   9   5  11 52.50    3.17740    0.26531   -0.13177  288.23443
2008   5   9   5  11 52.60    3.26933    0.25145   -0.14323  288.46839
2008   5   9   5  11 52.70    3.30628    0.15575   -0.19470  288.66336
2008   5   9   5  11 52.80    3.11248    0.26586   -0.19882  288.62932
2008   5   9   5  11 52.90    3.18981    0.23137   -0.27760  288.66829
2008   5   9   5  11 53.00    3.02954    0.44403   -0.14274  288.67626
2008   5   9   5  11 53.10    3.12589    0.20981   -0.29999  288.50922
2008   5   9   5  11 53.20    3.08982    0.30148   -0.33789  288.56119
2008   5   9   5  11 53.30    3.15534    0.14023   -0.35215  288.61615
2008   5   9   5  11 53.40    3.11661    0.19167   -0.25966  288.56312
2008   5   9   5  11 53.50    2.95484    0.13520   -0.23907  288.53709
2008   5   9   5  11 53.60    3.05437    0.28196   -0.23665  288.47205
2008   5   9   5  11 53.70    3.01116    0.37562   -0.05187  288.47502
2008   5   9   5  11 53.80    3.02409    0.38407    0.14143  288.43599
2008   5   9   5  11 53.90    3.14166    0.18567    0.03241  288.45295
2008   5   9   5  11 54.00    2.86446    0.16643    0.06606  288.40492
2008   5   9   5  11 54.10    3.01421    0.17090    0.02427  288.32289
2008   5   9   5  11 54.20    2.78180    0.28855    0.15510  288.23986
2008   5   9   5  11 54.30    2.80853    0.53679    0.13151  288.21882
2008   5   9   5  11 54.40    2.92548    0.39328    0.15801  288.14679
2008   5   9   5  11 54.50    2.92703    0.32546    0.17851  288.13176
2008   5   9   5  11 54.60    2.82434    0.54118    0.17537  288.16473
2008   5   9   5  11 54.70    2.74501    0.56864    0.03588  288.19069
2008   5   9   5  11 54.80    2.67127    0.47005    0.08386  288.28366
2008   5   9   5  11 54.90    2.92681    0.28824    0.06790  288.32663
2008   5   9   5  11 55.00    2.89540    0.38818    0.09954  288.33959
2008   5   9   5  11 55.10    2.77025    0.52479   -0.01920  288.34656
2008   5   9   5  11 55.20    2.60017    0.49971   -0.13113  288.32453
2008   5   9   5  11 55.30    2.67090    0.57492    0.00766  288.32450
2008   5   9   5  11 55.40    2.96363    0.38050   -0.13960  288.30746
2008   5   9   5  11 55.50    2.80005    0.45029   -0.17172  288.33743
2008   5   9   5  11 55.60    2.61850    0.61117   -0.20008  288.29140
2008   5   9   5  11 55.70    2.62830    0.49641   -0.41841  288.37637
2008   5   9   5  11 55.80    2.42482    0.45890   -0.32581  288.37633
2008   5   9   5  11 55.90    2.31461    0.27009   -0.06597  288.36130
2008   5   9   5  11 56.00    2.65721    0.34152   -0.01207  288.30927
2008   5   9   5  11 56.10    2.62743    0.33120    0.12358  288.25524
2008   5   9   5  11 56.20    2.83071    0.38578   -0.00931  288.28720
2008   5   9   5  11 56.30    2.81733    0.38213    0.15629  288.32217
2008   5   9   5  11 56.40    2.68270    0.26964    0.21776  288.32614
2008   5   9   5  11 56.50    2.60431    0.61495    0.36464  288.35411
2008   5   9   5  11 56.60    2.84186    0.58702    0.47768  288.28708
2008   5   9   5  11 56.70    2.81355    0.38372    0.53788  288.24204
2008   5   9   5  11 56.80    2.73387    0.20877    0.57125  288.23501
2008   5   9   5  11 56.90    2.66103    0.31744    0.40463  288.30398
2008   5   9   5  11 57.00    2.39202    0.49059    0.39795  288.32395
2008   5   9   5  11 57.10    2.44553    0.52388    0.30172  288.30192
2008   5   9   5  11 57.20    2.53829    0.40391    0.04635  288.23688
2008   5   9   5  11 57.30    2.68289    0.32739    0.16426  288.25485
2008   5   9   5  11 57.40    2.63686    0.50726    0.16669  288.32182
2008   5   9   5  11 57.50    2.64258    0.31334    0.11905  288.33879
2008   5   9   5  11 57.60    2.77424    0.36049    0.08248  288.33676
2008   5   9   5  11 57.70    2.52080    0.33349    0.06034  288.34973
2008   5   9   5  11 57.80    2.47410    0.52702    0.03421  288.33469
2008   5   9   5  11 57.90    2.55418    0.50730   -0.08998  288.26966
2008   5   9   5  11 58.00    2.61408    0.51388    0.00419  288.28263
2008   5   9   5  11 58.10    2.59041    0.31794    0.21745  288.28660
2008   5   9   5  11 58.20    2.73078    0.06197    0.26800  288.33657
2008   5   9   5  11 58.30    3.01349   -0.15780    0.06072  288.23454
2008   5   9   5  11 58.40    3.03054   -0.33029   -0.07560  288.24151
2008   5   9   5  11 58.50    3.13870   -0.16680   -0.20213  288.24147
2008   5   9   5  11 58.60    3.25885   -0.38468   -0.10900  288.25844
2008   5   9   5  11 58.70    3.35866   -0.22981   -0.30801  288.16941
2008   5   9   5  11 58.80    3.15938   -0.06116    0.42691  288.26938
2008   5   9   5  11 58.90    3.20416    0.10384    0.30363  288.32135
2008   5   9   5  11 59.00    3.15213    0.09544    0.12738  288.18032
2008   5   9   5  11 59.10    2.97624   -0.41617    0.03526  288.20829
2008   5   9   5  11 59.20    2.86546   -0.42502    0.05048  288.18426
2008   5   9   5  11 59.30    2.85559   -0.58561   -0.38893  288.18423
2008   5   9   5  11 59.40    2.93840   -0.22820    0.03325  288.18419
2008   5   9   5  11 59.50    2.80456   -0.19757    0.09253  288.16916
2008   5   9   5  11 59.60    2.81521   -0.19277    0.20966  288.11713
2008   5   9   5  11 59.70    2.78344   -0.33923    0.09337  288.11710
2008   5   9   5  11 59.80    2.64617   -0.34402    0.00105  288.12607
2008   5   9   5  11 59.90    2.59474   -0.31511    0.13315  288.11704
2008   5   9   5  12  0.00    2.49911   -0.41759    0.17465  288.11700
2008   5   9   5  12  0.10    2.68090   -0.59243   -0.02990  288.12997
2008   5   9   5  12  0.20    2.75498   -0.64007   -0.20460  288.36594
2008   5   9   5  12  0.30    2.95503   -0.96046    0.02875  288.56791
2008   5   9   5  12  0.40    2.84440   -0.90859    0.07326  288.55288
2008   5   9   5  12  0.50    2.98393   -0.75436   -0.06881  288.58984
2008   5   9   5  12  0.60    2.79877   -0.51931   -0.11255  288.51981
2008   5   9   5  12  0.70    2.71383   -0.36295   -0.31427  288.30778
2008   5   9   5  12  0.80    2.68982   -0.32060   -0.28339  288.23775
2008   5   9   5  12  0.90    2.73387   -0.43095   -0.30339  288.26372
2008   5   9   5  12  1.00    2.81477   -0.12639   -0.36168  288.33969
2008   5   9   5  12  1.10    2.93777   -0.18477   -0.49268  288.58966
2008   5   9   5  12  1.20    2.88210   -0.09625   -0.51950  288.60863
2008   5   9   5  12  1.30    2.83416   -0.41322   -0.49435  288.57660
2008   5   9   5  12  1.40    2.77879   -0.42571   -0.24652  288.57157
2008   5   9   5  12  1.50    2.58660   -0.56465   -0.30046  288.55454
2008   5   9   5  12  1.60    2.49235   -0.40424   -0.10295  288.55651
2008   5   9   5  12  1.70    2.59427   -0.05896   -0.30270  288.52148
2008   5   9   5  12  1.80    2.72435    0.04935   -0.00528  288.46945
2008   5   9   5  12  1.90    2.69291   -0.39598   -0.50392  288.50843
2008   5   9   5  12  2.00    2.71907   -0.50013   -0.33706  288.46940
2008   5   9   5  12  2.10    2.96159   -0.47437   -0.13835  288.46737
2008   5   9   5  12  2.20    2.51927   -0.56559    0.25576  288.46734
2008   5   9   5  12  2.30    2.58621   -0.48832    0.23344  288.50431
2008   5   9   5  12  2.40    2.71688   -0.55508    0.18076  288.46928
2008   5   9   5  12  2.50    2.93217   -0.61213    0.14962  288.46926
2008   5   9   5  12  2.60    2.72879   -0.64801    0.19827  288.43323
2008   5   9   5  12  2.70    2.57483   -0.54833    0.14192  288.46720
2008   5   9   5  12  2.80    2.51670   -0.25360    0.38611  288.47217
2008   5   9   5  12  2.90    2.46712   -0.53791    0.28382  288.43014
2008   5   9   5  12  3.00    2.44724   -0.43351    0.30223  288.40612
2008   5   9   5  12  3.10    2.27490   -0.43031    0.28407  288.39109
2008   5   9   5  12  3.20    2.26142   -0.21532    0.12739  288.40606
2008   5   9   5  12  3.30    2.22539    0.10522    0.11585  288.40403
2008   5   9   5  12  3.40    2.23062    0.06165    0.10044  288.34801
2008   5   9   5  12  3.50    2.21237   -0.06005    0.56856  288.16398
2008   5   9   5  12  3.60    2.40660    0.11002    0.39177  288.16195
2008   5   9   5  12  3.70    2.36221   -0.12804    0.26676  288.28092
2008   5   9   5  12  3.80    2.47679   -0.27432    0.10868  288.33690
2008   5   9   5  12  3.90    2.33236   -0.34680    0.11235  288.35887
2008   5   9   5  12  4.00    2.19883   -0.28583   -0.00196  288.32184
2008   5   9   5  12  4.10    2.17509   -0.18348    0.03625  288.32382
2008   5   9   5  12  4.20    2.03928   -0.25146    0.36215  288.22379
2008   5   9   5  12  4.30    2.01464   -0.25981    0.27364  288.24976
2008   5   9   5  12  4.40    1.94054   -0.37234    0.31357  288.18973
2008   5   9   5  12  4.50    2.03267   -0.34104    0.42735  288.05271
2008   5   9   5  12  4.60    1.94713   -0.39083    0.28643  288.07468
2008   5   9   5  12  4.70    1.95841   -0.30801    0.24463  288.21365
2008   5   9   5  12  4.80    1.99277   -0.20242    0.13678  288.07863
2008   5   9   5  12  4.90    2.10979   -0.15086    0.19696  288.08360
2008   5   9   5  12  5.00    2.28042   -0.07912    0.15506  288.05957
2008   5   9   5  12  5.10    2.37282   -0.19330    0.04473  288.18054
2008   5   9   5  12  5.20    2.40367   -0.29935   -0.03307  288.21552
2008   5   9   5  12  5.30    2.39123   -0.31162   -0.06890  288.18249
2008   5   9   5  12  5.40    2.35895   -0.29807    0.01037  288.16346
2008   5   9   5  12  5.50    2.40600   -0.25101    0.09654  288.11143
2008   5   9   5  12  5.60    2.39043   -0.45316    0.01386  288.12641
2008   5   9   5  12  5.70    2.39652   -0.57875    0.04020  288.27838
2008   5   9   5  12  5.80    2.76074   -0.40527   -0.31837  288.44935
2008   5   9   5  12  5.90    2.80454   -0.19606   -0.46069  288.40832
2008   5   9   5  12  6.00    2.73837   -0.10043   -0.29337  288.29530
2008   5   9   5  12  6.10    2.68338   -0.16994   -0.31580  288.36627
2008   5   9   5  12  6.20    2.78946   -0.24842    0.10554  288.18224
2008   5   9   5  12  6.30    2.51618   -0.28901    0.32667  288.12622
2008   5   9   5  12  6.40    2.55089   -0.20885    0.33308  288.21319
2008   5   9   5  12  6.50    2.58403   -0.33235    0.07875  288.26916
2008   5   9   5  12  6.60    2.65679   -0.49971    0.05860  288.32313
2008   5   9   5  12  6.70    2.69421   -0.46939    0.07891  288.30111
2008   5   9   5  12  6.80    2.76927   -0.50478    0.09390  288.26908
2008   5   9   5  12  6.90    2.91109   -0.42381    0.09610  288.18005
2008   5   9   5  12  7.00    2.93199   -0.41271    0.20952  288.18003
2008   5   9   5  12  7.10    2.83184   -0.40578    0.12360  288.16500
2008   5   9   5  12  7.20    2.53446   -0.19959   -0.22717  288.11497
2008   5   9   5  12  7.30    2.57163   -0.05048   -0.11092  288.11495
2008   5   9   5  12  7.40    2.62091    0.06837    0.19498  288.12392
2008   5   9   5  12  7.50    2.52291    0.30556    0.18083  288.12789
2008   5   9   5  12  7.60    2.31641    0.45054   -0.12647  288.07787
2008   5   9   5  12  7.70    2.26127    0.53835   -0.09249  288.05684
2008   5   9   5  12  7.80    2.24811    0.51729   -0.05508  288.02981
2008   5   9   5  12  7.90    2.34399    0.55848   -0.09293  288.03479
2008   5   9   5  12  8.00    2.33710    0.42963   -0.09876  287.96276
2008   5   9   5  12  8.10    2.29437    0.52973   -0.01431  287.94773
2008   5   9   5  12  8.20    2.30310    0.44372   -0.18209  288.22971
2008   5   9   5  12  8.30    2.38437    0.62039   -0.40298  288.34468
2008   5   9   5  12  8.40    2.24139    0.53195    0.24888  288.03265
2008   5   9   5  12  8.50    2.74944    0.23403   -0.22175  288.25362
2008   5   9   5  12  8.60    2.83181    0.19414   -0.26540  288.26160
2008   5   9   5  12  8.70    2.75896    0.23171   -0.17421  288.25357
2008   5   9   5  12  8.80    2.78254    0.17511   -0.41823  288.41554
2008   5   9   5  12  8.90    2.76759    0.20461   -0.17060  288.33952
2008   5   9   5  12  9.00    2.88421    0.17299   -0.05841  288.25149
2008   5   9   5  12  9.10    2.63714    0.21585    0.23143  288.19946
2008   5   9   5  12  9.20    2.26304    0.49737    0.05756  288.21243
2008   5   9   5  12  9.30    2.48056   -0.00698    0.14873  288.21641
2008   5   9   5  12  9.40    2.53752   -0.20194   -0.17384  288.19238
2008   5   9   5  12  9.50    2.45739   -0.16401    0.17667  288.09735
2008   5   9   5  12  9.60    2.53035   -0.14355   -0.06687  288.30333
2008   5   9   5  12  9.70    2.54015   -0.01297   -0.00761  288.35230
2008   5   9   5  12  9.80    2.86980   -0.06369   -0.10892  288.30027
2008   5   9   5  12  9.90    2.75980    0.02772   -0.20064  288.27024
2008   5   9   5  12 10.00    2.68430   -0.10908   -0.14898  288.25122
2008   5   9   5  12 10.10    2.37929   -0.69334   -0.07858  288.28319
2008   5   9   5  12 10.20    2.45909   -0.70191   -0.02040  288.41516
2008   5   9   5  12 10.30    2.64991   -0.57397   -0.02211  288.40414
2008   5   9   5  12 10.40    2.75979   -0.35605   -0.21824  288.40011
2008   5   9   5  12 10.50    2.54835   -0.18612   -0.25891  288.42808
2008   5   9   5  12 10.60    2.51193   -0.32052   -0.22943  288.34206
2008   5   9   5  12 10.70    2.58328   -0.47929   -0.15729  288.28303
2008   5   9   5  12 10.80    2.54616   -0.41453   -0.40101  288.41501
2008   5   9   5  12 10.90    2.47668    0.05431   -0.32742  288.44798
2008   5   9   5  12 11.00    2.39233   -0.17385   -0.14901  288.37395
2008   5   9   5  12 11.10    2.28427    0.01757   -0.42386  288.36293
2008   5   9   5  12 11.20    2.33196   -0.14776   -0.44169  288.39090
2008   5   9   5  12 11.30    2.36085    0.05545   -0.24042  288.39388
2008   5   9   5  12 11.40    2.61256    0.09747   -0.25197  288.37385
2008   5   9   5  12 11.50    2.80320    0.37811   -0.15995  288.38883
2008   5   9   5  12 11.60    2.76304    0.42675   -0.04695  288.28980
2008   5   9   5  12 11.70    2.85147    0.38652   -0.11480  288.29978
2008   5   9   5  12 11.80    2.94761    0.49213   -0.03546  288.26775
2008   5   9   5  12 11.90    2.67803    0.40283    0.15268  288.23073
2008   5   9   5  12 12.00    2.79460   -0.17596   -0.06033  288.32170
2008   5   9   5  12 12.10    2.58942   -0.38628   -0.31636  288.25268
2008   5   9   5  12 12.20    2.61293   -0.40188   -0.29818  288.22865
2008   5   9   5  12 12.30    2.61749    0.12233   -0.04332  288.25263
2008   5   9   5  12 12.40    2.79632    0.15926    0.24726  288.27660
2008   5   9   5  12 12.50    2.80745    0.04403    0.09631  288.24758
2008   5   9   5  12 12.60    2.84782   -0.03136    0.02285  288.27655
2008   5   9   5  12 12.70    2.75950   -0.17888   -0.07851  288.25453
2008   5   9   5  12 12.80    2.66357   -0.22780    0.05748  288.24750
2008   5   9   5  12 12.90    2.50966   -0.18390   -0.13437  288.30648
2008   5   9   5  12 13.00    2.60229   -0.16816   -0.26889  288.35646
2008   5   9   5  12 13.10    2.69570    0.03617   -0.48691  288.28943
2008   5   9   5  12 13.20    2.74805   -0.13969   -0.22352  288.25441
2008   5   9   5  12 13.30    2.62924   -0.16604    0.01220  288.17638
2008   5   9   5  12 13.40    2.61759    0.22754   -0.02803  288.17836
2008   5   9   5  12 13.50    2.59226    0.15107   -0.39926  288.20034
2008   5   9   5  12 13.60    2.44277    0.08698   -0.39557  288.21531
2008   5   9   5  12 13.70    2.39128    0.09598   -0.31475  288.21329
2008   5   9   5  12 13.80    2.48352    0.23728   -0.26981  288.21527
2008   5   9   5  12 13.90    2.51425    0.29898   -0.06857  288.16324
2008   5   9   5  12 14.00    2.57831    0.19614    0.08564  288.15922
2008   5   9   5  12 14.10    2.35320    0.22797    0.09191  288.16119
2008   5   9   5  12 14.20    2.17462    0.18844    0.11186  288.16117
2008   5   9   5  12 14.30    2.20851    0.32440    0.12706  288.07615
2008   5   9   5  12 14.40    2.19865    0.21993    0.14541  288.17612
2008   5   9   5  12 14.50    2.16945    0.22067    0.19756  288.15910
2008   5   9   5  12 14.60    2.29739    0.19003    0.02110  288.12408
2008   5   9   5  12 14.70    2.34339    0.18894    0.22667  288.11105
2008   5   9   5  12 14.80    2.31899    0.17456    0.11985  288.12403
2008   5   9   5  12 14.90    2.39884    0.10458    0.14433  288.07601
2008   5   9   5  12 15.00    2.55807    0.17792    0.20723  288.01498
2008   5   9   5  12 15.10    2.77468    0.06108   -0.10078  288.28596
2008   5   9   5  12 15.20    2.90008    0.01451    0.04359  288.16093
2008   5   9   5  12 15.30    2.83895    0.08132    0.02925  288.17991
2008   5   9   5  12 15.40    2.81643    0.08428    0.00738  288.17789
2008   5   9   5  12 15.50    2.91887   -0.01133   -0.12938  288.26286
2008   5   9   5  12 15.60    3.28559    0.12622   -0.15033  288.38984
2008   5   9   5  12 15.70    3.31541   -0.29283   -0.23398  288.37282
2008   5   9   5  12 15.80    3.16943    0.35123    0.05826  288.24979
2008   5   9   5  12 15.90    3.38675   -0.03571   -0.30102  288.43177
2008   5   9   5  12 16.00    3.46649   -0.07624   -0.42595  288.40075
2008   5   9   5  12 16.10    3.29296   -0.16524   -0.22511  288.40273
2008   5   9   5  12 16.20    3.14934   -0.33134   -0.12990  288.41170
2008   5   9   5  12 16.30    3.27463   -0.19282    0.03204  288.40968
2008   5   9   5  12 16.40    3.21528    0.00416    0.14513  288.39266
2008   5   9   5  12 16.50    3.24758   -0.06742   -0.06086  288.39264
2008   5   9   5  12 16.60    3.11189    0.09854    0.02479  288.33361
2008   5   9   5  12 16.70    3.14854   -0.10510    0.15350  288.33359
2008   5   9   5  12 16.80    2.93138    0.03059    0.17804  288.27757
2008   5   9   5  12 16.90    3.03187    0.05831    0.34891  288.27755
2008   5   9   5  12 17.00    2.79049    0.26806    0.19559  288.23153
2008   5   9   5  12 17.10    2.84155   -0.14431    0.16456  288.25950
2008   5   9   5  12 17.20    3.14517    0.07802   -0.02305  288.27948
2008   5   9   5  12 17.30    3.13360    0.21957   -0.00249  288.30946
2008   5   9   5  12 17.40    3.13513    0.20409   -0.07136  288.35044
2008   5   9   5  12 17.50    3.10894    0.02899    0.05255  288.35042
2008   5   9   5  12 17.60    2.96472    0.11933    0.11261  288.35339
2008   5   9   5  12 17.70    3.02933    0.18370    0.04635  288.29637
2008   5   9   5  12 17.80    3.15949    0.28925    0.16506  288.29635
2008   5   9   5  12 17.90    3.06434    0.17405    0.10694  288.31633
2008   5   9   5  12 18.00    2.92756   -0.07137    0.24313  288.29631
2008   5   9   5  12 18.10    2.80317    0.07909    0.24815  288.19429
2008   5   9   5  12 18.20    2.97105    0.12614    0.21066  288.25927
2008   5   9   5  12 18.30    2.86565    0.00411    0.00319  288.38524
2008   5   9   5  12 18.40    2.92751   -0.25942   -0.15974  288.35322
2008   5   9   5  12 18.50    2.93433   -0.18351   -0.14953  288.35320
2008   5   9   5  12 18.60    2.79458   -0.19401   -0.03676  288.35918
2008   5   9   5  12 18.70    2.84239    0.02861   -0.06631  288.37216
2008   5   9   5  12 18.80    2.89644   -0.19989   -0.16548  288.35514
2008   5   9   5  12 18.90    3.00612   -0.30019   -0.24515  288.30512
2008   5   9   5  12 19.00    2.92628   -0.07141   -0.08069  288.35309
2008   5   9   5  12 19.10    3.09375    0.05299   -0.05226  288.33507
2008   5   9   5  12 19.20    3.16337    0.28710   -0.07093  288.35005
2008   5   9   5  12 19.30    3.11350    0.27541   -0.17543  288.29803
2008   5   9   5  12 19.40    3.15920    0.12420   -0.30604  288.32201
2008   5   9   5  12 19.50    3.29183   -0.04065   -0.17783  288.33299
2008   5   9   5  12 19.60    3.39169    0.22681   -0.18054  288.30497
2008   5   9   5  12 19.70    3.21592    0.12584   -0.09176  288.33695
2008   5   9   5  12 19.80    2.79149    0.28819   -0.06689  288.28293
2008   5   9   5  12 19.90    2.65581    0.15949   -0.17093  288.30091
2008   5   9   5  12 20.00    2.66025    0.17244   -0.15119  288.31589
2008   5   9   5  12 20.10    2.61375    0.09263   -0.21907  288.33687
2008   5   9   5  12 20.20    2.60915    0.08187   -0.13117  288.33684
2008   5   9   5  12 20.30    2.59740    0.07959   -0.03591  288.33982
2008   5   9   5  12 20.40    2.46110    0.02642    0.06000  288.32880
2008   5   9   5  12 20.50    2.46323   -0.16580    0.15153  288.33278
2008   5   9   5  12 20.60    2.61093   -0.28198    0.20570  288.30276
2008   5   9   5  12 20.70    2.57048    0.07148   -0.13542  288.30074
2008   5   9   5  12 20.80    2.49189   -0.06853   -0.13063  288.29772
2008   5   9   5  12 20.90    2.87090   -0.25453   -0.01686  288.28070
2008   5   9   5  12 21.00    2.63730   -0.17095    0.02974  288.27669
2008   5   9   5  12 21.10    2.66830   -0.18249   -0.04514  288.26567
2008   5   9   5  12 21.20    2.72338   -0.02693    0.07029  288.26165
2008   5   9   5  12 21.30    2.56925    0.05943    0.17728  288.26163
2008   5   9   5  12 21.40    2.73319    0.01060    0.22769  288.25061
2008   5   9   5  12 21.50    2.98619    0.15241    0.03009  288.24559
2008   5   9   5  12 21.60    2.62861    0.31392   -0.13361  288.24557
2008   5   9   5  12 21.70    2.44778    0.35363   -0.15247  288.23555
2008   5   9   5  12 21.80    2.47696    0.20686   -0.08379  288.23053
2008   5   9   5  12 21.90    2.45355    0.18807   -0.13055  288.21551
2008   5   9   5  12 22.00    2.27703    0.27240   -0.29957  288.17849
2008   5   9   5  12 22.10    2.44132    0.59835   -0.59560  288.26148
2008   5   9   5  12 22.20    2.19719    0.60268   -0.61926  288.39146
2008   5   9   5  12 22.30    2.15924    0.49147   -0.50701  288.41244
2008   5   9   5  12 22.40    2.20673    0.46905   -0.12421  288.28042
2008   5   9   5  12 22.50    2.43930    0.26928   -0.18914  288.21540
2008   5   9   5  12 22.60    2.38624    0.50738   -0.05851  288.16338
2008   5   9   5  12 22.70    2.33942    0.50867    0.00178  288.13936
2008   5   9   5  12 22.80    2.41305    0.44016   -0.19929  288.20035
2008   5   9   5  12 22.90    2.45074    0.22213   -0.00175  288.15933
2008   5   9   5  12 23.00    2.44941    0.31930    0.01290  288.10931
2008   5   9   5  12 23.10    2.29652    0.36761    0.14331  288.09229
