yyyy  mm  dd  HH MIN   SEC          u          v          w          T
2008   5   9   5   7  3.80    2.47382   -0.43630   -0.18297  288.37485
2008   5   9   5   7  3.90    2.79061   -0.20264   -0.10478  288.29483
2008   5   9   5   7  4.00    2.81613   -0.25534   -0.03608  288.29482
2008   5   9   5   7  4.10    2.80402   -0.35199   -0.11368  288.32881
2008   5   9   5   7  4.20    2.71210   -0.49022   -0.03558  288.32679
2008   5   9   5   7  4.30    2.67782   -0.47782   -0.12698  288.34178
2008   5   9   5   7  4.40    2.67419   -0.46874   -0.27493  288.36176
2008   5   9   5   7  4.50    2.51619   -0.43735   -0.23239  288.36375
2008   5   9   5   7  4.60    2.45766   -0.31615   -0.12517  288.34674
2008   5   9   5   7  4.70    2.29521   -0.15767    0.27775  288.30772
2008   5   9   5   7  4.80    2.33777   -0.16872    0.24674  288.27071
2008   5   9   5   7  4.90    2.29707   -0.20235    0.27697  288.28969
2008   5   9   5   7  5.00    2.42936   -0.19120    0.25577  288.28968
2008   5   9   5   7  5.10    2.41955   -0.29017    0.17669  288.25067
2008   5   9   5   7  5.20    2.49463   -0.10415    0.06569  288.27065
2008   5   9   5   7  5.30    2.47729   -0.11129    0.14925  288.27064
2008   5   9   5   7  5.40    2.53901   -0.03694   -0.02173  288.24262
2008   5   9   5   7  5.50    2.40451   -0.17777   -0.02033  288.27061
2008   5   9   5   7  5.60    2.42374   -0.34828   -0.05414  288.27059
2008   5   9   5   7  5.70    2.70331   -0.19859    0.04329  288.27058
2008   5   9   5   7  5.80    2.71673   -0.31995   -0.17726  288.23557
2008   5   9   5   7  5.90    2.74241   -0.32031   -0.14299  288.23755
2008   5   9   5   7  6.00    2.83189   -0.30200   -0.13395  288.23554
2008   5   9   5   7  6.10    2.97760   -0.34110   -0.20796  288.27452
2008   5   9   5   7  6.20    2.97374   -0.32983   -0.26582  288.32251
2008   5   9   5   7  6.30    3.14455   -0.32829   -0.11730  288.32449
2008   5   9   5   7  6.40    3.13386   -0.29316   -0.17805  288.28948
2008   5   9   5   7  6.50    3.10025   -0.29148   -0.18595  288.34146
2008   5   9   5   7  6.60    2.97011   -0.11524   -0.17798  288.28945
2008   5   9   5   7  6.70    3.29903   -0.01960   -0.22949  288.28943
2008   5   9   5   7  6.80    3.28299    0.04993   -0.27777  288.27442
2008   5   9   5   7  6.90    3.28401   -0.14046   -0.13717  288.28940
2008   5   9   5   7  7.00    3.30831   -0.12113   -0.19883  288.39139
2008   5   9   5   7  7.10    3.26832   -0.09293   -0.26603  288.40837
2008   5   9   5   7  7.20    3.21091   -0.04804   -0.28773  288.39136
2008   5   9   5   7  7.30    3.18987   -0.01084   -0.31767  288.36134
2008   5   9   5   7  7.40    3.27189    0.23415    0.08180  288.27033
2008   5   9   5   7  7.50    3.11448    0.09996    0.05182  288.22231
2008   5   9   5   7  7.60    3.06890   -0.06102   -0.02487  288.17030
2008   5   9   5   7  7.70    3.13424   -0.36660   -0.12922  288.14428
2008   5   9   5   7  7.80    3.20654   -0.45758   -0.02634  288.18727
2008   5   9   5   7  7.90    3.27709   -0.44738   -0.17981  288.23125
2008   5   9   5   7  8.00    3.30816   -0.51220   -0.05986  288.14223
2008   5   9   5   7  8.10    3.08667   -0.51681   -0.09610  288.19022
2008   5   9   5   7  8.20    3.00572   -0.48133    0.09106  288.18320
2008   5   9   5   7  8.30    2.94144   -0.17679    0.17341  288.18319
2008   5   9   5   7  8.40    3.16015   -0.11603    0.14370  288.23717
2008   5   9   5   7  8.50    3.15494   -0.20166   -0.15878  288.29116
2008   5   9   5   7  8.60    3.17473   -0.02892   -0.02633  288.27014
2008   5   9   5   7  8.70    3.10036   -0.18617    0.03189  288.25212
2008   5   9   5   7  8.80    3.09897   -0.14788    0.32265  288.20311
2008   5   9   5   7  8.90    3.04937   -0.16242    0.10243  288.18309
2008   5   9   5   7  9.00    2.95654   -0.29712    0.20176  288.16608
2008   5   9   5   7  9.10    2.88084   -0.36038    0.27318  288.16406
2008   5   9   5   7  9.20    2.69936   -0.28246    0.24406  288.22004
2008   5   9   5   7  9.30    2.77949   -0.23552    0.19383  288.18703
2008   5   9   5   7  9.40    2.80324   -0.54471   -0.16594  288.46001
2008   5   9   5   7  9.50    2.87380   -0.57452   -0.22858  288.50199
2008   5   9   5   7  9.60    2.89769   -0.58622   -0.17671  288.49898
2008   5   9   5   7  9.70    2.80222   -0.51177   -0.27512  288.46496
2008   5   9   5   7  9.80    2.79476   -0.12686   -0.31392  288.49695
2008   5   9   5   7  9.90    2.86298   -0.01162   -0.27620  288.55593
2008   5   9   5   7 10.00    3.07614   -0.11103   -0.19821  288.41092
2008   5   9   5   7 10.10    2.96190   -0.12568   -0.16689  288.37590
2008   5   9   5   7 10.20    2.98471    0.03750   -0.17874  288.32788
2008   5   9   5   7 10.30    2.83350   -0.11507    0.01245  288.12387
2008   5   9   5   7 10.40    2.82508    0.14498    0.02419  288.11785
2008   5   9   5   7 10.50    2.59009    0.16418    0.17479  288.13284
2008   5   9   5   7 10.60    2.56561    0.41057    0.26206  288.14182
2008   5   9   5   7 10.70    2.35814    0.37421    0.24553  288.13981
2008   5   9   5   7 10.80    2.34871    0.09848    0.28585  288.18679
2008   5   9   5   7 10.90    2.22050    0.11299    0.45641  288.21778
2008   5   9   5   7 11.00    2.31293    0.24614    0.32554  288.23276
2008   5   9   5   7 11.10    2.21351    0.19512    0.10703  288.16774
2008   5   9   5   7 11.20    2.34566    0.11016    0.10560  288.16373
2008   5   9   5   7 11.30    2.35921   -0.06608    0.12530  288.23671
2008   5   9   5   7 11.40    2.07594   -0.00610   -0.18162  288.39270
2008   5   9   5   7 11.50    2.22544   -0.07582   -0.03299  288.37568
2008   5   9   5   7 11.60    2.43741   -0.11196    0.11385  288.18466
2008   5   9   5   7 11.70    1.89228   -0.14980    0.07854  288.15665
2008   5   9   5   7 11.80    2.12464   -0.18237    0.10663  288.28863
2008   5   9   5   7 11.90    2.20259   -0.33506    0.04542  288.33861
2008   5   9   5   7 12.00    2.20499   -0.25146    0.12669  288.32160
2008   5   9   5   7 12.10    2.24479   -0.13137    0.15650  288.33858
2008   5   9   5   7 12.20    2.24091    0.04194    0.06495  288.33856
2008   5   9   5   7 12.30    2.23443    0.06290    0.09499  288.23455
2008   5   9   5   7 12.40    2.16108   -0.00102    0.11512  288.23453
2008   5   9   5   7 12.50    2.13532    0.00149    0.19727  288.23251
2008   5   9   5   7 12.60    2.17267   -0.17536    0.01615  288.23050
2008   5   9   5   7 12.70    2.20864    0.04553    0.13754  288.15648
2008   5   9   5   7 12.80    2.25562   -0.17014    0.19587  288.05246
2008   5   9   5   7 12.90    2.24130   -0.02630    0.13734  288.06745
2008   5   9   5   7 13.00    2.10189   -0.11399    0.04575  288.05443
2008   5   9   5   7 13.10    2.07060   -0.29369    0.08764  288.03541
2008   5   9   5   7 13.20    1.95805   -0.45062    0.08674  288.00039
2008   5   9   5   7 13.30    2.25036   -0.25639    0.30495  287.94637
2008   5   9   5   7 13.40    2.22762   -0.31507    0.33363  287.91336
2008   5   9   5   7 13.50    2.40327   -0.16723    0.26313  288.16734
2008   5   9   5   7 13.60    2.32760   -0.33495   -0.10491  288.25432
2008   5   9   5   7 13.70    2.46206   -0.16864   -0.17520  288.32330
2008   5   9   5   7 13.80    2.78818   -0.07570   -0.05751  288.23628
2008   5   9   5   7 13.90    2.22542   -0.13547    0.51739  288.10426
2008   5   9   5   7 14.00    2.35904   -0.39999    0.22592  288.42525
2008   5   9   5   7 14.10    2.44345   -0.10273    0.12513  288.44223
2008   5   9   5   7 14.20    2.56970   -0.20615   -0.05718  288.41021
2008   5   9   5   7 14.30    2.26392   -0.13698    0.00737  288.40519
2008   5   9   5   7 14.40    2.38923    0.03131   -0.23353  288.39017
2008   5   9   5   7 14.50    2.56981    0.05517   -0.09457  288.39215
2008   5   9   5   7 14.60    2.51987    0.05018   -0.11558  288.39414
2008   5   9   5   7 14.70    2.52539    0.07189   -0.09219  288.36012
2008   5   9   5   7 14.80    2.60032    0.05635   -0.05670  288.36210
2008   5   9   5   7 14.90    2.59124    0.05350   -0.05666  288.34008
2008   5   9   5   7 15.00    2.69185    0.10292   -0.00886  288.34006
2008   5   9   5   7 15.10    2.74191    0.06923   -0.25595  288.36004
2008   5   9   5   7 15.20    2.77230   -0.08803   -0.13601  288.34503
2008   5   9   5   7 15.30    2.60433   -0.17666   -0.00625  288.34201
2008   5   9   5   7 15.40    2.62642    0.08175   -0.13529  288.35799
2008   5   9   5   7 15.50    2.57736    0.06723   -0.26470  288.40697
2008   5   9   5   7 15.60    2.72470    0.12632   -0.38632  288.41195
2008   5   9   5   7 15.70    2.67333    0.02615   -0.25569  288.33994
2008   5   9   5   7 15.80    2.68560    0.15432   -0.14371  288.35992
2008   5   9   5   7 15.90    2.66786   -0.18709   -0.06527  288.34190
2008   5   9   5   7 16.00    2.74320   -0.11945   -0.07886  288.26888
2008   5   9   5   7 16.10    2.81811   -0.12569   -0.08805  288.30586
2008   5   9   5   7 16.20    2.79098   -0.14865   -0.20658  288.29285
2008   5   9   5   7 16.30    2.69042    0.04170   -0.28518  288.26883
2008   5   9   5   7 16.40    2.76115   -0.08444   -0.11564  288.23381
2008   5   9   5   7 16.50    3.01099   -0.24262   -0.22900  288.27279
2008   5   9   5   7 16.60    3.06893    0.27609    0.06000  288.17977
2008   5   9   5   7 16.70    2.70730    0.51684   -0.04510  288.15976
2008   5   9   5   7 16.80    2.75164    0.20902   -0.04534  288.20174
2008   5   9   5   7 16.90    2.63976    0.30063   -0.17808  288.28572
2008   5   9   5   7 17.00    2.82126    0.31334   -0.09626  288.26870
2008   5   9   5   7 17.10    2.47963    0.47923    0.12520  288.08368
2008   5   9   5   7 17.20    2.54512    0.29983   -0.10441  288.16866
2008   5   9   5   7 17.30    2.69288    0.59915   -0.01729  288.21664
2008   5   9   5   7 17.40    2.55956    0.69227   -0.04518  288.13863
2008   5   9   5   7 17.50    2.41313    0.64521   -0.04299  288.14061
2008   5   9   5   7 17.60    2.29995    0.54971   -0.14203  288.21659
2008   5   9   5   7 17.70    2.47725    0.27918   -0.05653  288.23357
2008   5   9   5   7 17.80    2.65555    0.15735   -0.05820  288.22055
2008   5   9   5   7 17.90    2.76531    0.20107    0.07306  288.18353
2008   5   9   5   7 18.00    2.84084    0.22539   -0.18003  288.18351
2008   5   9   5   7 18.10    2.77884    0.58540   -0.25737  288.29249
2008   5   9   5   7 18.20    2.65652    0.14764   -0.45598  288.28547
2008   5   9   5   7 18.30    2.84581   -0.02436   -0.05853  288.18545
2008   5   9   5   7 18.40    3.33254    0.09057   -0.66090  288.28743
2008   5   9   5   7 18.50    3.31462   -0.24219   -0.26972  288.27041
2008   5   9   5   7 18.60    3.17024    0.04731   -0.38764  288.37239
2008   5   9   5   7 18.70    3.07274   -0.13906   -0.61934  288.37237
2008   5   9   5   7 18.80    3.10337   -0.18238   -0.60707  288.35935
2008   5   9   5   7 18.90    3.30663   -0.39233   -0.58030  288.23533
2008   5   9   5   7 19.00    3.04455   -0.15127    0.03114  288.17931
2008   5   9   5   7 19.10    2.61129    0.06792    0.20987  288.09929
2008   5   9   5   7 19.20    2.61880    0.11461    0.36362  288.10127
2008   5   9   5   7 19.30    2.39924    0.07588    0.40282  288.08625
2008   5   9   5   7 19.40    2.27363    0.07691    0.39466  287.99923
2008   5   9   5   7 19.50    2.31769   -0.17162    0.25379  288.13821
2008   5   9   5   7 19.60    2.47601    0.28761    0.41702  288.11619
2008   5   9   5   7 19.70    2.59025    0.32544    0.32340  288.07017
2008   5   9   5   7 19.80    2.16841    0.56783    0.25524  287.99915
2008   5   9   5   7 19.90    2.23312    0.62032   -0.06373  288.27412
2008   5   9   5   7 20.00    2.47384    0.39399   -0.18509  288.34110
2008   5   9   5   7 20.10    2.69347    0.46289    0.16167  288.23308
2008   5   9   5   7 20.20    2.82623    0.41034    0.19319  288.18106
2008   5   9   5   7 20.30    2.72987    0.48596    0.15998  288.21604
2008   5   9   5   7 20.40    2.62217    0.26087    0.03308  288.21802
2008   5   9   5   7 20.50    2.75616    0.12446   -0.07822  288.22200
2008   5   9   5   7 20.60    2.64885    0.07398   -0.28570  288.34097
2008   5   9   5   7 20.70    2.89535   -0.34289   -0.22912  288.24995
2008   5   9   5   7 20.80    2.68965   -0.48253   -0.12774  288.33893
2008   5   9   5   7 20.90    2.72835   -0.48012   -0.19899  288.23491
2008   5   9   5   7 21.00    2.50949   -0.38312    0.10314  288.21589
2008   5   9   5   7 21.10    2.45328   -0.33613   -0.02403  288.22187
2008   5   9   5   7 21.20    2.37040   -0.34247    0.05475  288.18285
2008   5   9   5   7 21.30    2.25984    0.03986   -0.03625  288.26982
2008   5   9   5   7 21.40    2.16427    0.01124   -0.06434  288.21980
2008   5   9   5   7 21.50    2.05079   -0.16025    0.20576  288.20078
2008   5   9   5   7 21.60    2.34109   -0.27663    0.21304  288.19776
2008   5   9   5   7 21.70    2.31822   -0.30682    0.17432  288.20074
2008   5   9   5   7 21.80    2.20593   -0.51053    0.18367  288.18272
2008   5   9   5   7 21.90    2.44332   -0.30810   -0.20648  288.14170
2008   5   9   5   7 22.00    2.34899   -0.24243    0.13457  288.10267
2008   5   9   5   7 22.10    2.22725   -0.12331    0.06340  288.10265
2008   5   9   5   7 22.20    2.25969   -0.05015    0.12474  288.08263
2008   5   9   5   7 22.30    2.40799    0.06735    0.17450  288.15661
2008   5   9   5   7 22.40    2.36092    0.08546    0.21281  288.10259
2008   5   9   5   7 22.50    2.39460    0.04556    0.13352  288.11957
2008   5   9   5   7 22.60    2.58673    0.23230    0.13399  288.11754
2008   5   9   5   7 22.70    2.51360    0.27145    0.11164  288.13452
2008   5   9   5   7 22.80    2.60294    0.18225    0.07381  288.06950
2008   5   9   5   7 22.90    2.72710    0.28459    0.02262  288.11948
2008   5   9   5   7 23.00    2.65770    0.21132   -0.04589  288.18746
2008   5   9   5   7 23.10    2.97655    0.38521   -0.09735  288.16943
2008   5   9   5   7 23.20    2.98962    0.25250   -0.01980  288.15241
2008   5   9   5   7 23.30    2.74852    0.05105    0.00266  288.06739
2008   5   9   5   7 23.40    2.78402    0.10355    0.14383  288.03337
2008   5   9   5   7 23.50    2.66691    0.07829    0.01038  288.13435
2008   5   9   5   7 23.60    2.60684    0.10007   -0.00837  288.12132
2008   5   9   5   7 23.70    2.96069    0.10778   -0.18745  288.15430
2008   5   9   5   7 23.80    2.67344    0.19524    0.26079  288.10428
2008   5   9   5   7 23.90    2.75490    0.07074    0.08969  288.18226
2008   5   9   5   7 24.00    2.79649   -0.02813    0.02281  288.22123
2008   5   9   5   7 24.10    2.86902   -0.05658   -0.01859  288.18021
2008   5   9   5   7 24.20    2.90276   -0.16271    0.02150  288.16519
2008   5   9   5   7 24.30    2.72276    0.12849   -0.04571  288.22117
2008   5   9   5   7 24.40    3.04984    0.18823   -0.57988  288.29115
2008   5   9   5   7 24.50    2.86717    0.33892   -0.25888  288.10012
2008   5   9   5   7 24.60    2.74223    0.13381    0.03984  288.08210
2008   5   9   5   7 24.70    2.66746    0.53988   -0.13704  288.12108
2008   5   9   5   7 24.80    2.80664    0.19376   -0.18098  288.26906
2008   5   9   5   7 24.90    2.90121   -0.06552   -0.42026  288.23203
2008   5   9   5   7 25.00    2.96157   -0.02752   -0.23015  288.23201
2008   5   9   5   7 25.10    2.55637    0.09742    0.06122  288.21499
2008   5   9   5   7 25.20    2.39412   -0.08119   -0.04490  288.20197
2008   5   9   5   7 25.30    2.36951    0.02669    0.17347  288.16094
2008   5   9   5   7 25.40    2.37116   -0.12022   -0.31508  288.32292
2008   5   9   5   7 25.50    2.28507   -0.20176    0.04277  288.17790
2008   5   9   5   7 25.60    2.63890   -0.32842   -0.17953  288.18188
2008   5   9   5   7 25.70    2.68488   -0.44117   -0.26768  288.20185
2008   5   9   5   7 25.80    2.59486   -0.39346   -0.33608  288.23383
2008   5   9   5   7 25.90    2.65586   -0.22672   -0.32688  288.13881
2008   5   9   5   7 26.00    2.54147   -0.19458   -0.27871  288.20379
2008   5   9   5   7 26.10    2.41017   -0.13945   -0.16673  288.23176
2008   5   9   5   7 26.20    2.65060    0.16769   -0.09693  288.16274
2008   5   9   5   7 26.30    2.61946    0.10381    0.08193  288.13372
2008   5   9   5   7 26.40    2.42232    0.21158   -0.11557  288.12570
2008   5   9   5   7 26.50    2.60495    0.11078    0.08122  288.09967
2008   5   9   5   7 26.60    2.64026   -0.17863   -0.23538  288.12065
2008   5   9   5   7 26.70    2.72595   -0.17485   -0.05933  288.09963
2008   5   9   5   7 26.80    2.60774    0.10015    0.12364  288.06861
2008   5   9   5   7 26.90    2.49171   -0.10256    0.20185  288.08458
2008   5   9   5   7 27.00    2.43924   -0.16267    0.05195  288.08156
2008   5   9   5   7 27.10    2.53752   -0.17320    0.14445  288.11854
2008   5   9   5   7 27.20    2.73339   -0.32983   -0.06752  288.12351
2008   5   9   5   7 27.30    2.70120   -0.37178   -0.37791  288.07349
2008   5   9   5   7 27.40    2.71891   -0.42035   -0.07993  288.05147
2008   5   9   5   7 27.50    2.56084   -0.25065   -0.06815  287.99944
2008   5   9   5   7 27.60    2.77198    0.14381    0.12264  288.01442
2008   5   9   5   7 27.70    2.43498   -0.17613    0.52134  287.99940
2008   5   9   5   7 27.80    2.68973   -0.32302    0.10106  287.99938
2008   5   9   5   7 27.90    2.28215   -0.23373    0.12437  287.96035
2008   5   9   5   7 28.00    2.53548   -0.02570    0.34205  288.11633
2008   5   9   5   7 28.10    2.58243    0.24087    0.02245  288.06631
2008   5   9   5   7 28.20    2.35632    0.08758   -0.19833  288.31828
2008   5   9   5   7 28.30    2.47307   -0.17387    0.01052  288.50626
2008   5   9   5   7 28.40    2.57634   -0.29613    0.34177  288.23124
2008   5   9   5   7 28.50    2.88065    0.16613    0.09994  288.40221
2008   5   9   5   7 28.60    2.86306    0.05685    0.11979  288.58719
2008   5   9   5   7 28.70    2.79100   -0.11506    0.19998  288.45617
2008   5   9   5   7 28.80    2.84168   -0.20339    0.14184  288.47615
2008   5   9   5   7 28.90    2.75131   -0.52446    0.03095  288.55013
2008   5   9   5   7 29.00    3.09387   -0.47965   -0.06165  288.25510
2008   5   9   5   7 29.10    2.98385   -0.65078    0.14911  288.16008
2008   5   9   5   7 29.20    2.90514   -0.77386    0.12019  288.10106
2008   5   9   5   7 29.30    2.85270   -0.79648    0.03914  288.08604
2008   5   9   5   7 29.40    2.74463   -0.79899   -0.05993  288.11602
2008   5   9   5   7 29.50    2.87655   -0.78111   -0.04158  288.21800
2008   5   9   5   7 29.60    3.10472   -0.64219   -0.01201  288.49297
2008   5   9   5   7 29.70    3.06699   -0.68668   -0.23157  288.67295
2008   5   9   5   7 29.80    2.86443   -0.51914   -0.48031  288.70993
2008   5   9   5   7 29.90    2.91344   -0.48303   -0.37291  288.62591
2008   5   9   5   7 30.00    2.88879   -0.52387   -0.35156  288.79689
2008   5   9   5   7 30.10    2.86721   -0.49777   -0.26944  288.72987
2008   5   9   5   7 30.20    2.93527   -0.77076   -0.06106  288.60585
2008   5   9   5   7 30.30    2.97343   -0.73573   -0.04810  288.61283
2008   5   9   5   7 30.40    3.08122   -0.70326    0.04801  288.60581
2008   5   9   5   7 30.50    3.14898   -0.61845   -0.22042  288.70979
2008   5   9   5   7 30.60    3.28080   -0.67122   -0.24090  288.70577
2008   5   9   5   7 30.70    3.21026   -0.62052   -0.23323  288.67275
2008   5   9   5   7 30.80    3.16606   -0.44286   -0.43152  288.65773
2008   5   9   5   7 30.90    3.21219   -0.36687   -0.39075  288.63871
2008   5   9   5   7 31.00    3.16665   -0.38284   -0.37443  288.60769
2008   5   9   5   7 31.10    3.18459   -0.43819   -0.12186  288.46067
2008   5   9   5   7 31.20    3.29457   -0.67781   -0.03016  288.55565
2008   5   9   5   7 31.30    3.33751   -0.75840   -0.22156  288.61263
2008   5   9   5   7 31.40    3.45907   -0.70650   -0.43315  288.49461
2008   5   9   5   7 31.50    3.69442   -0.62590   -0.04399  288.51860
2008   5   9   5   7 31.60    3.32219   -0.63579   -0.14171  288.49758
2008   5   9   5   7 31.70    3.25578   -0.45823    0.10617  288.21356
2008   5   9   5   7 31.80    3.23529   -0.65245    0.31719  287.99854
2008   5   9   5   7 31.90    3.46990   -0.77005    0.16655  288.50752
2008   5   9   5   7 32.00    3.48996   -0.59525    0.47771  288.40350
2008   5   9   5   7 32.10    3.42895   -0.34325   -0.07206  288.33849
2008   5   9   5   7 32.20    3.31642   -0.29191   -0.11324  288.28647
2008   5   9   5   7 32.30    2.85628   -0.22733   -0.32916  288.33445
2008   5   9   5   7 32.40    3.25652    0.00205   -0.27192  288.40643
2008   5   9   5   7 32.50    3.19494   -0.07786   -0.41225  288.28641
2008   5   9   5   7 32.60    2.99972    0.21595    0.14831  288.35139
2008   5   9   5   7 32.70    3.50449    0.80683   -0.54500  288.35637
2008   5   9   5   7 32.80    3.58096    0.29721   -0.58349  288.40336
2008   5   9   5   7 32.90    3.24510    0.15814   -0.65357  288.42134
2008   5   9   5   7 33.00    3.30123   -0.21178   -0.36238  288.38632
2008   5   9   5   7 33.10    3.47204    0.05038   -0.32226  288.26730
2008   5   9   5   7 33.20    3.16608    0.15316   -0.18448  288.31728
2008   5   9   5   7 33.30    3.02438   -0.13188   -0.29070  288.22826
2008   5   9   5   7 33.40    2.96626   -0.01493   -0.36148  288.24724
2008   5   9   5   7 33.50    3.17897    0.24330   -0.18461  288.23023
2008   5   9   5   7 33.60    2.97813    0.15840   -0.24001  288.33421
2008   5   9   5   7 33.70    2.92396    0.16181   -0.09912  288.35619
2008   5   9   5   7 33.80    2.63903   -0.03273   -0.09841  288.40317
2008   5   9   5   7 33.90    2.80105   -0.22240   -0.27945  288.60515
2008   5   9   5   7 34.00    2.88849   -0.16653   -0.15028  288.51613
2008   5   9   5   7 34.10    2.84074   -0.21096   -0.05045  288.44211
2008   5   9   5   7 34.20    2.75759   -0.04981   -0.04858  288.60709
2008   5   9   5   7 34.30    2.68036   -0.03356   -0.01159  288.50707
2008   5   9   5   7 34.40    2.95960   -0.18616   -0.20274  288.47306
2008   5   9   5   7 34.50    2.77087   -0.35971   -0.06996  288.46204
2008   5   9   5   7 34.60    2.58501   -0.36469   -0.06903  288.49402
2008   5   9   5   7 34.70    2.56003   -0.32443    0.08050  288.49200
2008   5   9   5   7 34.80    2.44826   -0.26153    0.14330  288.49398
2008   5   9   5   7 34.90    2.69934   -0.48642    0.19033  288.38596
2008   5   9   5   7 35.00    2.50287   -0.29689    0.39860  288.35595
2008   5   9   5   7 35.10    2.55863   -0.14486    0.42026  288.35593
2008   5   9   5   7 35.20    2.44647   -0.18895    0.54020  288.35791
2008   5   9   5   7 35.30    2.29326   -0.07102    0.27216  288.40289
2008   5   9   5   7 35.40    2.26145    0.06569    0.25107  288.33587
2008   5   9   5   7 35.50    2.07265    0.07048    0.28278  288.36385
2008   5   9   5   7 35.60    2.36222    0.41137    0.48195  288.11884
2008   5   9   5   7 35.70    2.20696    0.27944    0.42267  288.16082
2008   5   9   5   7 35.80    2.20077    0.45605    0.21027  288.15880
2008   5   9   5   7 35.90    2.29099    0.37148    0.32185  288.24478
2008   5   9   5   7 36.00    2.29881    0.15343    0.37306  288.17776
2008   5   9   5   7 36.10    2.35351   -0.29172    0.39107  288.19474
2008   5   9   5   7 36.20    2.68214   -0.43148   -0.00981  288.31172
2008   5   9   5   7 36.30    2.66641   -0.32972    0.05031  288.21271
2008   5   9   5   7 36.40    2.72830    0.01379    0.18914  288.26269
2008   5   9   5   7 36.50    2.77219   -0.22389   -0.04988  288.42667
2008   5   9   5   7 36.60    3.01386   -0.23692   -0.31043  288.44165
2008   5   9   5   7 36.70    2.91473    0.11628   -0.11217  288.35763
2008   5   9   5   7 36.80    2.96194    0.16279   -0.16152  288.35561
2008   5   9   5   7 36.90    3.08542   -0.02004   -0.23468  288.33759
2008   5   9   5   7 37.00    3.10175   -0.14119   -0.01358  288.31457
2008   5   9   5   7 37.10    3.14091   -0.06465    0.21618  288.33555
2008   5   9   5   7 37.20    3.11246   -0.20875    0.16723  288.33554
2008   5   9   5   7 37.30    3.12885   -0.28891    0.22646  288.36652
2008   5   9   5   7 37.40    2.94726    0.08499   -0.00041  288.36350
2008   5   9   5   7 37.50    2.74272    0.12523   -0.25939  288.33348
2008   5   9   5   7 37.60    2.93281    0.32266   -0.14101  288.26846
2008   5   9   5   7 37.70    2.98053    0.10788   -0.02188  288.22744
2008   5   9   5   7 37.80    3.14084    0.23002   -0.02419  288.28142
2008   5   9   5   7 37.90    3.31270    0.25191    0.09576  288.35340
2008   5   9   5   7 38.00    3.09749    0.39539   -0.07235  288.28338
2008   5   9   5   7 38.10    3.11989    0.36935   -0.00290  288.26436
2008   5   9   5   7 38.20    2.96139    0.37066    0.03598  288.22735
2008   5   9   5   7 38.30    2.63805    0.46119    0.08011  288.17733
2008   5   9   5   7 38.40    2.73652    0.55137    0.14110  288.21231
2008   5   9   5   7 38.50    2.53043   -0.13130    0.10772  288.26429
2008   5   9   5   7 38.60    2.86186   -0.01599    0.24809  288.26227
2008   5   9   5   7 38.70    2.76892   -0.05533   -0.23119  288.26825
2008   5   9   5   7 38.80    2.58856    0.42979    0.36005  288.13623
2008   5   9   5   7 38.90    2.40107    0.12093    0.32951  288.16221
2008   5   9   5   7 39.00    2.29509   -0.04697    0.32271  288.13619
2008   5   9   5   7 39.10    2.44921   -0.06070    0.47132  288.17717
2008   5   9   5   7 39.20    2.65627   -0.08221    0.58816  288.21415
2008   5   9   5   7 39.30    2.93965   -0.39005    0.32740  288.21813
2008   5   9   5   7 39.40    2.89492   -0.60481    0.39647  288.35311
2008   5   9   5   7 39.50    2.81394   -0.49329    0.17787  288.31609
2008   5   9   5   7 39.60    2.71061   -0.39929    0.20695  288.33707
2008   5   9   5   7 39.70    2.56876   -0.18394    0.34829  288.24605
2008   5   9   5   7 39.80    2.51291   -0.29378    0.36027  288.19403
2008   5   9   5   7 39.90    2.65448   -0.28184    0.70890  288.17901
2008   5   9   5   7 40.00    2.12682    0.12710    0.46331  288.13599
2008   5   9   5   7 40.10    2.31179    0.23052    0.23163  288.16197
2008   5   9   5   7 40.20    2.31684    0.09448    0.31948  288.11395
2008   5   9   5   7 40.30    2.35136    0.10597   -0.02643  288.07093
2008   5   9   5   7 40.40    2.19134    0.24653    0.06008  288.06591
2008   5   9   5   7 40.50    2.14065    0.54290    0.20974  288.15989
2008   5   9   5   7 40.60    2.12933    0.54888    0.48224  288.09887
2008   5   9   5   7 40.70    2.12389    0.43198    0.46321  288.03185
2008   5   9   5   7 40.80    2.28248    0.42324    0.29978  288.06583
2008   5   9   5   7 40.90    2.06231    0.22748    0.42102  288.00981
2008   5   9   5   7 41.00    2.28946    0.36989    0.47111  288.01179
2008   5   9   5   7 41.10    2.19065    0.62113    0.60343  288.26577
2008   5   9   5   7 41.20    2.33165    0.56263    0.22183  288.31375
2008   5   9   5   7 41.30    2.87171    0.60702   -0.01387  288.14873
2008   5   9   5   7 41.40    3.13748    0.37450    0.03529  288.15970
2008   5   9   5   7 41.50    2.90509    0.64058    0.02695  288.15268
2008   5   9   5   7 41.60    2.94965    0.56806   -0.08462  288.19866
2008   5   9   5   7 41.70    2.41232    0.54448    0.17960  288.15764
2008   5   9   5   7 41.80    2.48263    0.66083    0.41140  288.12062
2008   5   9   5   7 41.90    2.59744    0.42605    0.37711  288.13060
2008   5   9   5   7 42.00    2.33264    0.16444    0.19168  288.17658
2008   5   9   5   7 42.10    2.52297    0.06722    0.14968  288.13355
2008   5   9   5   7 42.20    2.56961   -0.37966    0.12819  288.13053
2008   5   9   5   7 42.30    2.59319   -0.06735   -0.26966  288.21751
